i,k,f1
4445,5,0.848
4445,10,0.869
4445,25,0.894
4445,50,0.906
4445,-1,0.928
4446,1,0.693
4446,5,0.84
4446,10,0.896
4446,25,0.914
4446,50,0.929
4446,-1,0.949
4447,1,0.669
4447,5,0.753
4447,10,0.849
4447,25,0.9
4447,50,0.902
4447,-1,0.925
4448,1,0.707
4448,5,0.84
4448,10,0.865
4448,25,0.905
4448,50,0.912
4448,-1,0.944
4449,1,0.817
4449,5,0.853
4449,10,0.892
4449,25,0.896
4449,50,0.901
4449,-1,0.935
4450,1,0.463
4450,5,0.844
4450,10,0.874
4450,25,0.899
4450,50,0.896
4450,-1,0.95
4451,1,0.6
4451,5,0.84
4451,10,0.876
4451,25,0.871
4451,50,0.893
4451,-1,0.934
4452,1,0.553
4452,5,0.856
4452,10,0.882
4452,25,0.893
4452,50,0.873
4452,-1,0.929
4453,1,0.228
4453,5,0.849
4453,10,0.819
4453,25,0.874
4453,50,0.89
4453,-1,0.943
4454,1,0.268
4454,5,0.88
4454,10,0.869
4454,25,0.874
4454,50,0.875
4454,-1,0.943
4455,1,0.605
4455,5,0.828
4455,10,0.867
4455,25,0.916
4455,50,0.921
4455,-1,0.935
4456,1,0.771
4456,5,0.844
4456,10,0.897
4456,25,0.902
4456,50,0.907
4456,-1,0.944
4457,1,0.676
4457,5,0.765
4457,10,0.852
4457,25,0.877
4457,50,0.884
4457,-1,0.928
4458,1,0.649
4458,5,0.87
4458,10,0.873
4458,25,0.895
4458,50,0.917
4458,-1,0.94
4459,1,0.692
4459,5,0.784
4459,10,0.82
4459,25,0.889
4459,50,0.895
4459,-1,0.931
4460,1,0.673
4460,5,0.818
4460,10,0.903
4460,25,0.908
4460,50,0.906
4460,-1,0.936
4461,1,0.757
4461,5,0.878
4461,10,0.878
4461,25,0.913
4461,50,0.915
4461,-1,0.928
4462,1,0.641
4462,5,0.7
4462,10,0.843
4462,25,0.899
4462,50,0.905
4462,-1,0.923
4463,1,0.563
4463,5,0.87
4463,10,0.872
4463,25,0.888
4463,50,0.904
4463,-1,0.93
4464,1,0.464
4464,5,0.82
4464,10,0.863
4464,25,0.889
4464,50,0.89
4464,-1,0.924
4465,1,0.807
4465,5,0.841
4465,10,0.875
4465,25,0.88
4465,50,0.896
4465,-1,0.943
4466,1,0.792
4466,5,0.875
4466,10,0.894
4466,25,0.893
4466,50,0.901
4466,-1,0.949
4467,1,0.601
4467,5,0.837
4467,10,0.846
4467,25,0.888
4467,50,0.903
4467,-1,0.937
4468,1,0.747
4468,5,0.861
4468,10,0.877
4468,25,0.873
4468,50,0.897
4468,-1,0.954
4469,1,0.748
4469,5,0.855
4469,10,0.818
4469,25,0.879
4469,50,0.907
4469,-1,0.931
4470,1,0.751
4470,5,0.861
4470,10,0.848
4470,25,0.883
4470,50,0.897
4470,-1,0.933
4471,1,0.717
4471,5,0.867
4471,10,0.887
4471,25,0.924
4471,50,0.916
4471,-1,0.936
4472,1,0.624
4472,5,0.838
4472,10,0.872
4472,25,0.878
4472,50,0.9
4472,-1,0.938
4473,1,0.232
4473,5,0.872
4473,10,0.896
4473,25,0.885
4473,50,0.874
4473,-1,0.939
4474,1,0.663
4474,5,0.869
4474,10,0.882
4474,25,0.894
4474,50,0.896
4474,-1,0.943
4475,1,0.596
4475,5,0.829
4475,10,0.859
4475,25,0.878
4475,50,0.89
4475,-1,0.932
4476,1,0.556
4476,5,0.83
4476,10,0.881
4476,25,0.89
4476,50,0.899
4476,-1,0.943
4477,1,0.837
4477,5,0.883
4477,10,0.881
4477,25,0.882
4477,50,0.9
4477,-1,0.931
4478,1,0.537
4478,5,0.867
4478,10,0.892
4478,25,0.913
4478,50,0.926
4478,-1,0.934
4479,1,0.842
4479,5,0.847
4479,10,0.875
4479,25,0.891
4479,50,0.912
4479,-1,0.935
4480,1,0.567
4480,5,0.865
4480,10,0.889
4480,25,0.872
4480,50,0.902
4480,-1,0.948
4481,1,0.541
4481,5,0.851
4481,10,0.843
4481,25,0.883
4481,50,0.925
4481,-1,0.935
4482,1,0.775
4482,5,0.875
4482,10,0.909
4482,25,0.913
4482,50,0.927
4482,-1,0.948
4483,1,0.499
4483,5,0.764
4483,10,0.869
4483,25,0.902
4483,50,0.908
4483,-1,0.951
4484,1,0.301
4484,5,0.765
4484,10,0.866
4484,25,0.888
4484,50,0.913
4484,-1,0.933
4485,1,0.618
4485,5,0.755
4485,10,0.837
4485,25,0.911
4485,50,0.915
4485,-1,0.934
4486,1,0.565
4486,5,0.613
4486,10,0.82
4486,25,0.88
4486,50,0.883
4486,-1,0.937
4487,1,0.66
4487,5,0.835
4487,10,0.885
4487,25,0.892
4487,50,0.922
4487,-1,0.927
4488,1,0.656
4488,5,0.889
4488,10,0.925
4488,25,0.899
4488,50,0.911
4488,-1,0.949
4489,1,0.772
4489,5,0.842
4489,10,0.877
4489,25,0.913
4489,50,0.926
4489,-1,0.933
4490,1,0.584
4490,5,0.85
4490,10,0.842
4490,25,0.859
4490,50,0.895
4490,-1,0.933
4491,1,0.805
4491,5,0.829
4491,10,0.873
4491,25,0.909
4491,50,0.902
4491,-1,0.925
4492,1,0.78
4492,5,0.855
4492,10,0.861
4492,25,0.875
4492,50,0.892
4492,-1,0.911
4493,1,0.592
4493,5,0.884
4493,10,0.9
4493,25,0.923
4493,50,0.923
4493,-1,0.942
4494,1,0.73
4494,5,0.846
4494,10,0.898
4494,25,0.909
4494,50,0.913
4494,-1,0.935
4495,1,0.678
4495,5,0.845
4495,10,0.819
4495,25,0.891
4495,50,0.918
4495,-1,0.944
4496,1,0.379
4496,5,0.86
4496,10,0.9
4496,25,0.9
4496,50,0.914
4496,-1,0.933
4497,1,0.219
4497,5,0.853
4497,10,0.868
4497,25,0.893
4497,50,0.881
4497,-1,0.923
4498,1,0.546
4498,5,0.868
4498,10,0.887
4498,25,0.896
4498,50,0.907
4498,-1,0.926
4499,1,0.635
4499,5,0.852
4499,10,0.881
4499,25,0.928
4499,50,0.918
4499,-1,0.946
4500,1,0.432
4500,5,0.823
4500,10,0.871
4500,25,0.869
4500,50,0.89
4500,-1,0.935
4501,1,0.856
4501,5,0.907
4501,10,0.885
4501,25,0.866
4501,50,0.885
4501,-1,0.936
4502,1,0.721
4502,5,0.855
4502,10,0.864
4502,25,0.889
4502,50,0.907
4502,-1,0.921
4503,1,0.714
4503,5,0.861
4503,10,0.893
4503,25,0.887
4503,50,0.898
4503,-1,0.936
4504,1,0.818
4504,5,0.856
4504,10,0.848
4504,25,0.891
4504,50,0.889
4504,-1,0.931
4505,1,0.474
4505,5,0.861
4505,10,0.849
4505,25,0.896
4505,50,0.895
4505,-1,0.945
4506,1,0.726
4506,5,0.862
4506,10,0.891
4506,25,0.904
4506,50,0.906
4506,-1,0.944
4507,1,0.754
4507,5,0.899
4507,10,0.874
4507,25,0.893
4507,50,0.896
4507,-1,0.945
4508,1,0.813
4508,5,0.821
4508,10,0.879
4508,25,0.894
4508,50,0.88
4508,-1,0.931
4509,1,0.846
4509,5,0.828
4509,10,0.869
4509,25,0.895
4509,50,0.89
4509,-1,0.931
4510,1,0.708
4510,5,0.832
4510,10,0.843
4510,25,0.878
4510,50,0.886
4510,-1,0.938
4511,1,0.759
4511,5,0.867
4511,10,0.843
4511,25,0.851
4511,50,0.889
4511,-1,0.937
4512,1,0.519
4512,5,0.865
4512,10,0.887
4512,25,0.918
4512,50,0.902
4512,-1,0.935
4513,1,0.596
4513,5,0.857
4513,10,0.886
4513,25,0.895
4513,50,0.914
4513,-1,0.941
4514,1,0.63
4514,5,0.789
4514,10,0.82
4514,25,0.868
4514,50,0.902
4514,-1,0.935
4515,1,0.767
4515,5,0.865
4515,10,0.885
4515,25,0.86
4515,50,0.883
4515,-1,0.942
4516,1,0.479
4516,5,0.878
4516,10,0.916
4516,25,0.922
4516,50,0.914
4516,-1,0.926
4517,1,0.686
4517,5,0.819
4517,10,0.904
4517,25,0.915
4517,50,0.906
4517,-1,0.925
4518,1,0.534
4518,5,0.826
4518,10,0.825
4518,25,0.877
4518,50,0.883
4518,-1,0.939
4519,1,0.824
4519,5,0.829
4519,10,0.873
4519,25,0.883
4519,50,0.887
4519,-1,0.936
4520,1,0.826
4520,5,0.733
4520,10,0.803
4520,25,0.899
4520,50,0.916
4520,-1,0.943
4521,1,0.546
4521,5,0.845
4521,10,0.843
4521,25,0.882
4521,50,0.891
4521,-1,0.94
4522,1,0.732
4522,5,0.82
4522,10,0.865
4522,25,0.892
4522,50,0.9
4522,-1,0.926
4523,1,0.743
4523,5,0.82
4523,10,0.879
4523,25,0.895
4523,50,0.927
4523,-1,0.928
4524,1,0.811
4524,5,0.848
4524,10,0.865
4524,25,0.921
4524,50,0.929
4524,-1,0.945
4525,1,0.387
4525,5,0.809
4525,10,0.872
4525,25,0.913
4525,50,0.917
4525,-1,0.952
4526,1,0.736
4526,5,0.813
4526,10,0.831
4526,25,0.874
4526,50,0.87
4526,-1,0.934
4527,1,0.586
4527,5,0.876
4527,10,0.906
4527,25,0.913
4527,50,0.907
4527,-1,0.935
4528,1,0.747
4528,5,0.882
4528,10,0.883
4528,25,0.893
4528,50,0.894
4528,-1,0.936
4529,1,0.784
4529,5,0.864
4529,10,0.878
4529,25,0.89
4529,50,0.905
4529,-1,0.943
4530,1,0.72
4530,5,0.783
4530,10,0.861
4530,25,0.905
4530,50,0.893
4530,-1,0.94
4531,1,0.681
4531,5,0.822
4531,10,0.854
4531,25,0.89
4531,50,0.918
4531,-1,0.947
4532,1,0.737
4532,5,0.836
4532,10,0.849
4532,25,0.88
4532,50,0.885
4532,-1,0.929
4533,1,0.791
4533,5,0.834
4533,10,0.889
4533,25,0.914
4533,50,0.918
4533,-1,0.936
4534,1,0.65
4534,5,0.861
4534,10,0.896
4534,25,0.887
4534,50,0.904
4534,-1,0.94
4535,1,0.568
4535,5,0.766
4535,10,0.865
4535,25,0.86
4535,50,0.884
4535,-1,0.943
4536,1,0.613
4536,5,0.866
4536,10,0.887
4536,25,0.927
4536,50,0.913
4536,-1,0.937
4537,1,0.745
4537,5,0.847
4537,10,0.868
4537,25,0.876
4537,50,0.913
4537,-1,0.939
4538,1,0.643
4538,5,0.811
4538,10,0.886
4538,25,0.864
4538,50,0.914
4538,-1,0.954
4539,1,0.81
4539,5,0.832
4539,10,0.907
4539,25,0.908
4539,50,0.911
4539,-1,0.945
4540,1,0.772
4540,5,0.843
4540,10,0.901
4540,25,0.891
4540,50,0.91
4540,-1,0.946
4541,1,0.243
4541,5,0.854
4541,10,0.883
4541,25,0.921
4541,50,0.922
4541,-1,0.94
4542,1,0.77
4542,5,0.88
4542,10,0.862
4542,25,0.899
4542,50,0.906
4542,-1,0.941
4543,1,0.704
4543,5,0.842
4543,10,0.898
4543,25,0.903
4543,50,0.911
4543,-1,0.917
4544,1,0.842
4544,5,0.872
4544,10,0.887
4544,25,0.9
4544,50,0.914
4544,-1,0.946
4545,1,0.816
4545,5,0.821
4545,10,0.846
4545,25,0.896
4545,50,0.918
4545,-1,0.946
4546,1,0.651
4546,5,0.827
4546,10,0.828
4546,25,0.889
4546,50,0.917
4546,-1,0.939
4547,1,0.639
4547,5,0.861
4547,10,0.899
4547,25,0.893
4547,50,0.902
4547,-1,0.943
4548,1,0.859
4548,5,0.905
4548,10,0.906
4548,25,0.874
4548,50,0.893
4548,-1,0.935
4549,1,0.747
4549,5,0.734
4549,10,0.835
4549,25,0.892
4549,50,0.905
4549,-1,0.935
4550,1,0.786
4550,5,0.851
4550,10,0.88
4550,25,0.882
4550,50,0.911
4550,-1,0.93
4551,1,0.733
4551,5,0.85
4551,10,0.904
4551,25,0.901
4551,50,0.913
4551,-1,0.928
4552,1,0.525
4552,5,0.825
4552,10,0.824
4552,25,0.911
4552,50,0.92
4552,-1,0.937
4553,1,0.546
4553,5,0.88
4553,10,0.894
4553,25,0.896
4553,50,0.907
4553,-1,0.935
4554,1,0.671
4554,5,0.882
4554,10,0.881
4554,25,0.914
4554,50,0.914
4554,-1,0.94
4555,1,0.698
4555,5,0.839
4555,10,0.882
4555,25,0.891
4555,50,0.893
4555,-1,0.931
4556,1,0.813
4556,5,0.855
4556,10,0.911
4556,25,0.922
4556,50,0.918
4556,-1,0.934
4557,1,0.777
4557,5,0.842
4557,10,0.883
4557,25,0.894
4557,50,0.907
4557,-1,0.948
4558,1,0.655
4558,5,0.741
4558,10,0.817
4558,25,0.909
4558,50,0.906
4558,-1,0.934
4559,1,0.616
4559,5,0.816
4559,10,0.827
4559,25,0.859
4559,50,0.884
4559,-1,0.935
4560,1,0.787
4560,5,0.855
4560,10,0.892
4560,25,0.909
4560,50,0.909
4560,-1,0.934
4561,1,0.444
4561,5,0.84
4561,10,0.885
4561,25,0.896
4561,50,0.92
4561,-1,0.936
4562,1,0.78
4562,5,0.872
4562,10,0.841
4562,25,0.852
4562,50,0.875
4562,-1,0.922
4563,1,0.492
4563,5,0.835
4563,10,0.85
4563,25,0.905
4563,50,0.905
4563,-1,0.955
4564,1,0.326
4564,5,0.873
4564,10,0.908
4564,25,0.922
4564,50,0.916
4564,-1,0.952
4565,1,0.63
4565,5,0.845
4565,10,0.853
4565,25,0.867
4565,50,0.873
4565,-1,0.928
4566,1,0.632
4566,5,0.834
4566,10,0.875
4566,25,0.886
4566,50,0.904
4566,-1,0.931
4567,1,0.833
4567,5,0.85
4567,10,0.864
4567,25,0.91
4567,50,0.922
4567,-1,0.94
4568,1,0.827
4568,5,0.875
4568,10,0.896
4568,25,0.899
4568,50,0.911
4568,-1,0.94
4569,1,0.783
4569,5,0.848
4569,10,0.886
4569,25,0.917
4569,50,0.915
4569,-1,0.94
4570,1,0.72
4570,5,0.844
4570,10,0.852
4570,25,0.891
4570,50,0.913
4570,-1,0.942
4571,1,0.738
4571,5,0.87
4571,10,0.89
4571,25,0.886
4571,50,0.91
4571,-1,0.935
4572,1,0.791
4572,5,0.874
4572,10,0.866
4572,25,0.867
4572,50,0.884
4572,-1,0.929
4573,1,0.845
4573,5,0.891
4573,10,0.882
4573,25,0.893
4573,50,0.901
4573,-1,0.932
4574,1,0.774
4574,5,0.858
4574,10,0.873
4574,25,0.9
4574,50,0.9
4574,-1,0.921
4575,1,0.594
4575,5,0.809
4575,10,0.864
4575,25,0.887
4575,50,0.893
4575,-1,0.935
4576,1,0.651
4576,5,0.879
4576,10,0.878
4576,25,0.898
4576,50,0.899
4576,-1,0.939
4577,1,0.612
4577,5,0.867
4577,10,0.875
4577,25,0.9
4577,50,0.927
4577,-1,0.952
4578,1,0.795
4578,5,0.798
4578,10,0.867
4578,25,0.889
4578,50,0.917
4578,-1,0.925
4579,1,0.279
4579,5,0.814
4579,10,0.861
4579,25,0.912
4579,50,0.907
4579,-1,0.937
4580,1,0.414
4580,5,0.759
4580,10,0.884
4580,25,0.907
4580,50,0.915
4580,-1,0.937
4581,1,0.652
4581,5,0.831
4581,10,0.878
4581,25,0.882
4581,50,0.899
4581,-1,0.928
4582,1,0.682
4582,5,0.867
4582,10,0.871
4582,25,0.889
4582,50,0.898
4582,-1,0.922
4583,1,0.565
4583,5,0.824
4583,10,0.895
4583,25,0.911
4583,50,0.921
4583,-1,0.944
4584,1,0.804
4584,5,0.87
4584,10,0.898
4584,25,0.889
4584,50,0.92
4584,-1,0.944
4585,1,0.552
4585,5,0.857
4585,10,0.89
4585,25,0.917
4585,50,0.924
4585,-1,0.935
4586,1,0.681
4586,5,0.818
4586,10,0.864
4586,25,0.888
4586,50,0.897
4586,-1,0.927
4587,1,0.693
4587,5,0.876
4587,10,0.893
4587,25,0.919
4587,50,0.911
4587,-1,0.945
4588,1,0.536
4588,5,0.847
4588,10,0.825
4588,25,0.883
4588,50,0.912
4588,-1,0.942
4589,1,0.835
4589,5,0.858
4589,10,0.885
4589,25,0.876
4589,50,0.886
4589,-1,0.948
4590,1,0.401
4590,5,0.851
4590,10,0.843
4590,25,0.879
4590,50,0.906
4590,-1,0.938
4591,1,0.708
4591,5,0.877
4591,10,0.892
4591,25,0.915
4591,50,0.912
4591,-1,0.952
4592,1,0.258
4592,5,0.791
4592,10,0.885
4592,25,0.905
4592,50,0.917
4592,-1,0.935
4593,1,0.809
4593,5,0.842
4593,10,0.851
4593,25,0.89
4593,50,0.908
4593,-1,0.924
4594,1,0.679
4594,5,0.858
4594,10,0.882
4594,25,0.89
4594,50,0.907
4594,-1,0.945
4595,1,0.288
4595,5,0.761
4595,10,0.873
4595,25,0.894
4595,50,0.921
4595,-1,0.939
4596,1,0.701
4596,5,0.861
4596,10,0.86
4596,25,0.916
4596,50,0.908
4596,-1,0.944
4597,1,0.801
4597,5,0.859
4597,10,0.864
4597,25,0.919
4597,50,0.914
4597,-1,0.952
4598,1,0.595
4598,5,0.888
4598,10,0.904
4598,25,0.91
4598,50,0.914
4598,-1,0.935
4599,1,0.612
4599,5,0.79
4599,10,0.881
4599,25,0.907
4599,50,0.912
4599,-1,0.926
4600,1,0.584
4600,5,0.893
4600,10,0.907
4600,25,0.915
4600,50,0.916
4600,-1,0.945
4601,1,0.644
4601,5,0.835
4601,10,0.875
4601,25,0.89
4601,50,0.905
4601,-1,0.942
4602,1,0.67
4602,5,0.824
4602,10,0.881
4602,25,0.912
4602,50,0.905
4602,-1,0.932
4603,1,0.214
4603,5,0.844
4603,10,0.88
4603,25,0.93
4603,50,0.913
4603,-1,0.936
4604,1,0.751
4604,5,0.892
4604,10,0.879
4604,25,0.889
4604,50,0.903
4604,-1,0.941
4605,1,0.799
4605,5,0.8
4605,10,0.848
4605,25,0.86
4605,50,0.864
4605,-1,0.939
4606,1,0.826
4606,5,0.88
4606,10,0.901
4606,25,0.919
4606,50,0.912
4606,-1,0.942
4607,1,0.626
4607,5,0.842
4607,10,0.881
4607,25,0.912
4607,50,0.918
4607,-1,0.936
4608,1,0.695
4608,5,0.846
4608,10,0.851
4608,25,0.896
4608,50,0.904
4608,-1,0.929
4609,1,0.431
4609,5,0.877
4609,10,0.877
4609,25,0.916
4609,50,0.917
4609,-1,0.935
4610,1,0.753
4610,5,0.804
4610,10,0.779
4610,25,0.867
4610,50,0.874
4610,-1,0.933
4611,1,0.652
4611,5,0.876
4611,10,0.867
4611,25,0.883
4611,50,0.9
4611,-1,0.949
4612,1,0.638
4612,5,0.827
4612,10,0.861
4612,25,0.897
4612,50,0.906
4612,-1,0.943
4613,1,0.567
4613,5,0.85
4613,10,0.884
4613,25,0.887
4613,50,0.892
4613,-1,0.934
4614,1,0.703
4614,5,0.858
4614,10,0.894
4614,25,0.865
4614,50,0.874
4614,-1,0.929
4615,1,0.535
4615,5,0.848
4615,10,0.87
4615,25,0.891
4615,50,0.904
4615,-1,0.926
4616,1,0.71
4616,5,0.874
4616,10,0.88
4616,25,0.905
4616,50,0.876
4616,-1,0.943
4617,1,0.633
4617,5,0.844
4617,10,0.861
4617,25,0.903
4617,50,0.884
4617,-1,0.93
4618,1,0.791
4618,5,0.876
4618,10,0.878
4618,25,0.913
4618,50,0.916
4618,-1,0.943
4619,1,0.75
4619,5,0.784
4619,10,0.83
4619,25,0.877
4619,50,0.875
4619,-1,0.941
4620,1,0.682
4620,5,0.846
4620,10,0.865
4620,25,0.878
4620,50,0.898
4620,-1,0.943
4621,1,0.772
4621,5,0.88
4621,10,0.879
4621,25,0.897
4621,50,0.897
4621,-1,0.944
4622,1,0.783
4622,5,0.848
4622,10,0.862
4622,25,0.903
4622,50,0.892
4622,-1,0.96
4623,1,0.776
4623,5,0.802
4623,10,0.853
4623,25,0.892
4623,50,0.893
4623,-1,0.948
4624,1,0.831
4624,5,0.821
4624,10,0.872
4624,25,0.882
4624,50,0.896
4624,-1,0.946
4625,1,0.194
4625,5,0.817
4625,10,0.831
4625,25,0.861
4625,50,0.883
4625,-1,0.944
4626,1,0.735
4626,5,0.875
4626,10,0.889
4626,25,0.904
4626,50,0.912
4626,-1,0.947
4627,1,0.758
4627,5,0.827
4627,10,0.902
4627,25,0.881
4627,50,0.898
4627,-1,0.939
4628,1,0.661
4628,5,0.806
4628,10,0.82
4628,25,0.879
4628,50,0.889
4628,-1,0.93
4629,1,0.626
4629,5,0.742
4629,10,0.835
4629,25,0.899
4629,50,0.911
4629,-1,0.948
4630,1,0.606
4630,5,0.86
4630,10,0.861
4630,25,0.866
4630,50,0.878
4630,-1,0.941
4631,1,0.732
4631,5,0.86
4631,10,0.809
4631,25,0.86
4631,50,0.891
4631,-1,0.934
4632,1,0.488
4632,5,0.889
4632,10,0.887
4632,25,0.886
4632,50,0.909
4632,-1,0.938
4633,1,0.532
4633,5,0.642
4633,10,0.854
4633,25,0.885
4633,50,0.901
4633,-1,0.94
4634,1,0.881
4634,5,0.815
4634,10,0.86
4634,25,0.914
4634,50,0.92
4634,-1,0.938
4635,1,0.609
4635,5,0.895
4635,10,0.898
4635,25,0.892
4635,50,0.899
4635,-1,0.933
4636,1,0.325
4636,5,0.872
4636,10,0.899
4636,25,0.911
4636,50,0.917
4636,-1,0.932
4637,1,0.659
4637,5,0.87
4637,10,0.873
4637,25,0.898
4637,50,0.886
4637,-1,0.93
4638,1,0.707
4638,5,0.842
4638,10,0.873
4638,25,0.886
4638,50,0.903
4638,-1,0.95
4639,1,0.813
4639,5,0.835
4639,10,0.858
4639,25,0.875
4639,50,0.89
4639,-1,0.944
4640,1,0.503
4640,5,0.714
4640,10,0.88
4640,25,0.898
4640,50,0.893
4640,-1,0.95
4641,1,0.75
4641,5,0.823
4641,10,0.848
4641,25,0.902
4641,50,0.913
4641,-1,0.929
4642,1,0.376
4642,5,0.864
4642,10,0.862
4642,25,0.871
4642,50,0.88
4642,-1,0.927
4643,1,0.701
4643,5,0.895
4643,10,0.87
4643,25,0.906
4643,50,0.903
4643,-1,0.935
4644,1,0.825
4644,5,0.763
4644,10,0.818
4644,25,0.87
4644,50,0.886
4644,-1,0.943
4645,1,0.784
4645,5,0.813
4645,10,0.832
4645,25,0.887
4645,50,0.885
4645,-1,0.935
4646,1,0.581
4646,5,0.55
4646,10,0.822
4646,25,0.877
4646,50,0.891
4646,-1,0.935
4647,1,0.603
4647,5,0.873
4647,10,0.864
4647,25,0.918
4647,50,0.908
4647,-1,0.924
4648,1,0.701
4648,5,0.823
4648,10,0.842
4648,25,0.899
4648,50,0.913
4648,-1,0.944
4649,1,0.718
4649,5,0.884
4649,10,0.889
4649,25,0.902
4649,50,0.919
4649,-1,0.939
4650,1,0.534
4650,5,0.843
4650,10,0.885
4650,25,0.894
4650,50,0.908
4650,-1,0.929
4651,1,0.495
4651,5,0.876
4651,10,0.878
4651,25,0.918
4651,50,0.903
4651,-1,0.943
4652,1,0.546
4652,5,0.881
4652,10,0.879
4652,25,0.877
4652,50,0.894
4652,-1,0.926
4653,1,0.6
4653,5,0.821
4653,10,0.887
4653,25,0.899
4653,50,0.92
4653,-1,0.933
4654,1,0.594
4654,5,0.806
4654,10,0.888
4654,25,0.905
4654,50,0.911
4654,-1,0.948
4655,1,0.342
4655,5,0.848
4655,10,0.888
4655,25,0.892
4655,50,0.906
4655,-1,0.94
4656,1,0.432
4656,5,0.843
4656,10,0.885
4656,25,0.902
4656,50,0.899
4656,-1,0.943
4657,1,0.829
4657,5,0.85
4657,10,0.86
4657,25,0.896
4657,50,0.909
4657,-1,0.935
4658,1,0.679
4658,5,0.825
4658,10,0.847
4658,25,0.893
4658,50,0.89
4658,-1,0.935
4659,1,0.517
4659,5,0.87
4659,10,0.901
4659,25,0.916
4659,50,0.929
4659,-1,0.938
4660,1,0.781
4660,5,0.846
4660,10,0.85
4660,25,0.872
4660,50,0.886
4660,-1,0.94
4661,1,0.767
4661,5,0.854
4661,10,0.886
4661,25,0.896
4661,50,0.904
4661,-1,0.946
4662,1,0.745
4662,5,0.842
4662,10,0.848
4662,25,0.884
4662,50,0.904
4662,-1,0.937
4663,1,0.73
4663,5,0.817
4663,10,0.876
4663,25,0.894
4663,50,0.884
4663,-1,0.934
4664,1,0.585
4664,5,0.868
4664,10,0.87
4664,25,0.898
4664,50,0.902
4664,-1,0.919
4665,1,0.636
4665,5,0.842
4665,10,0.871
4665,25,0.89
4665,50,0.909
4665,-1,0.937
4666,1,0.502
4666,5,0.846
4666,10,0.874
4666,25,0.905
4666,50,0.908
4666,-1,0.937
4667,1,0.502
4667,5,0.832
4667,10,0.847
4667,25,0.891
4667,50,0.918
4667,-1,0.924
4668,1,0.761
4668,5,0.856
4668,10,0.906
4668,25,0.911
4668,50,0.926
4668,-1,0.953
4669,1,0.666
4669,5,0.849
4669,10,0.874
4669,25,0.896
4669,50,0.897
4669,-1,0.943
4670,1,0.527
4670,5,0.839
4670,10,0.86
4670,25,0.871
4670,50,0.894
4670,-1,0.935
4671,1,0.681
4671,5,0.795
4671,10,0.822
4671,25,0.861
4671,50,0.911
4671,-1,0.931
4672,1,0.809
4672,5,0.871
4672,10,0.896
4672,25,0.866
4672,50,0.896
4672,-1,0.949
4673,1,0.807
4673,5,0.818
4673,10,0.872
4673,25,0.897
4673,50,0.924
4673,-1,0.95
4674,1,0.759
4674,5,0.84
4674,10,0.89
4674,25,0.907
4674,50,0.906
4674,-1,0.934
4675,1,0.571
4675,5,0.772
4675,10,0.811
4675,25,0.897
4675,50,0.905
4675,-1,0.945
4676,1,0.517
4676,5,0.85
4676,10,0.874
4676,25,0.891
4676,50,0.903
4676,-1,0.932
4677,1,0.782
4677,5,0.893
4677,10,0.881
4677,25,0.886
4677,50,0.907
4677,-1,0.936
4678,1,0.666
4678,5,0.864
4678,10,0.852
4678,25,0.882
4678,50,0.89
4678,-1,0.923
4679,1,0.723
4679,5,0.863
4679,10,0.888
4679,25,0.9
4679,50,0.901
4679,-1,0.94
4680,1,0.854
4680,5,0.918
4680,10,0.909
4680,25,0.903
4680,50,0.912
4680,-1,0.943
4681,1,0.632
4681,5,0.782
4681,10,0.861
4681,25,0.886
4681,50,0.902
4681,-1,0.925
4682,1,0.683
4682,5,0.869
4682,10,0.89
4682,25,0.916
4682,50,0.929
4682,-1,0.944
4683,1,0.794
4683,5,0.797
4683,10,0.856
4683,25,0.888
4683,50,0.897
4683,-1,0.926
4684,1,0.618
4684,5,0.794
4684,10,0.858
4684,25,0.883
4684,50,0.892
4684,-1,0.937
4685,1,0.522
4685,5,0.874
4685,10,0.9
4685,25,0.924
4685,50,0.912
4685,-1,0.943
4686,1,0.376
4686,5,0.823
4686,10,0.841
4686,25,0.863
4686,50,0.886
4686,-1,0.929
4687,1,0.772
4687,5,0.83
4687,10,0.843
4687,25,0.86
4687,50,0.881
4687,-1,0.936
4688,1,0.628
4688,5,0.878
4688,10,0.883
4688,25,0.895
4688,50,0.899
4688,-1,0.933
4689,1,0.608
4689,5,0.837
4689,10,0.846
4689,25,0.872
4689,50,0.909
4689,-1,0.946
4690,1,0.591
4690,5,0.817
4690,10,0.887
4690,25,0.922
4690,50,0.917
4690,-1,0.952
4691,1,0.734
4691,5,0.856
4691,10,0.873
4691,25,0.88
4691,50,0.887
4691,-1,0.941
4692,1,0.711
4692,5,0.792
4692,10,0.82
4692,25,0.888
4692,50,0.901
4692,-1,0.948
4693,1,0.599
4693,5,0.878
4693,10,0.836
4693,25,0.868
4693,50,0.901
4693,-1,0.949
4694,1,0.748
4694,5,0.882
4694,10,0.864
4694,25,0.91
4694,50,0.924
4694,-1,0.94
4695,1,0.703
4695,5,0.869
4695,10,0.88
4695,25,0.91
4695,50,0.905
4695,-1,0.948
4696,1,0.587
4696,5,0.859
4696,10,0.878
4696,25,0.891
4696,50,0.889
4696,-1,0.943
4697,1,0.722
4697,5,0.828
4697,10,0.871
4697,25,0.905
4697,50,0.911
4697,-1,0.935
4698,1,0.556
4698,5,0.838
4698,10,0.854
4698,25,0.892
4698,50,0.897
4698,-1,0.94
4699,1,0.302
4699,5,0.714
4699,10,0.84
